name,url,test_type,remote_testing,adaptive_irt,description,duration_minutes,desc_length
Data Entry Ten Key Split Screen,https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/,K,1,0,Data Entry Ten Key Split Screen assessment measures ability to enter numbers using a numeric keypad. The test measures accuracy and speed.,3.0,22
Data Science (New),https://www.shl.com/products/product-catalog/view/data-science-new/,K,1,0,"Multi-choice test that measures the conceptual knowledge on how to use machine learning to analyze data, extract information, draw conclusions and make statistically-driven decisions.",14.0,24
Data Warehousing Concepts,https://www.shl.com/products/product-catalog/view/data-warehousing-concepts/,K,1,1,"The Data Warehousing Concepts test measures knowledge of Data Warehousing. Designed for experienced users, this test covers the following topics: Big Data and Data Warehouse Appliance, Business Considerations, Data Transformation, Data Warehousing and Data Marts, Design, Dimensional Data Model, On Line Analytical Processing (OLAP), Querying and Reporting/Data Extraction.",25.0,48
Dependability and Safety Instrument (DSI),https://www.shl.com/products/product-catalog/view/dependability-and-safety-instrument-dsi/,P,1,0,"The DSI is a short pre-screening tool for many key entry-level roles. It is designed to identify potential employees who will have good dependability and reliability, and who are less likely to engage in counter-productive work behaviors. Note: Turkish [end June 2012] and Romanian [end May 2013] are on limited beta relase",10.0,52
Dermatology (New),https://www.shl.com/products/product-catalog/view/dermatology-new/,K,1,0,"Multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology.",3.0,29
Desktop Support (New),https://www.shl.com/products/product-catalog/view/desktop-support-new/,K,1,0,"Multi-choice test that measures the knowledge of networking, peripheral components, operating systems, troubleshooting and providing technical support.",8.0,17
Digital Advertising (New),https://www.shl.com/products/product-catalog/view/digital-advertising-new/,K,1,0,Multi-choice test that measures the candidate's knowledge about use of AdWords and tools to analyze ad performance on digital media.,7.0,20
Digital Readiness Development Report - IC,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report/,P,1,0,"This participant-oriented report is aimed at individual contributors (non-managerial) and summarizes the way that they have described their typical style at work and is interpreted against SHL's Digital Readiness Framework. The report describes the way the person typically behaves, rather than their actual skill levels. It gives an indication of the individual's likely strengths in each area and makes suggestions for development activities, based upon the information gained from the questionnaire. Note: this report is specifically aimed at Individual Contributors. A version designed for Managers is also available (see Digital Readiness Report - Managers).",,94
Digital Readiness Development Report - Manager,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report-manager/,P,1,0,"This participant-oriented report is aimed employees with management responsibilities and summarizes the way that they have described their typical style at work and is interpreted against SHL's Digital Readiness Framework. The report describes the way the person typically behaves, rather than their actual skill levels. It gives an indication of the individual's likely strengths in each area and makes suggestions for development activities, based upon the information gained from the questionnaire. Note: this report is specifically aimed at managers. A version designed for individual contributors is also available (see Digital Readiness Report - IC).",,94
Docker (New),https://www.shl.com/products/product-catalog/view/docker-new/,K,1,0,"Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm.",10.0,15
Dojo (New),https://www.shl.com/products/product-catalog/view/dojo-new/,K,1,0,"Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries.",11.0,17
Drupal (New),https://www.shl.com/products/product-catalog/view/drupal-new/,K,1,0,"Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security.",17.0,17
DSI v1.1 Interpretation Report,https://www.shl.com/products/product-catalog/view/dsi-v1-1-interpretation-report/,P,1,0,DSI v1.1 Interpretation Report,,4
Econometrics (New),https://www.shl.com/products/product-catalog/view/econometrics-new/,K,1,0,"Multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data.",11.0,19
Economics (New),https://www.shl.com/products/product-catalog/view/economics-new/,K,1,0,"Multi-choice test that measures the conceptual knowledge of microeconomics, macroeconomics and international trade.",13.0,13
Electrical and Electronics Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,K,1,0,"Multi-choice test that measures the candidate’s knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and electronics.",14.0,20
Electrical Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,K,1,0,"Multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic concepts of electronics.",8.0,22
Electronics & Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,K,1,0,"Multi-choice test that measures the candidate’s knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics, communication, electromagnetism and microwave engineering.",15.0,23
Electronics and Embedded Systems Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,K,1,0,"Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics.",18.0,19
Electronics and Semiconductor Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,K,1,0,"Multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of VLSI.",7.0,22
English Comprehension (New),https://www.shl.com/products/product-catalog/view/english-comprehension-new/,K,1,0,"Multiple-choice test that measures vocabulary, grammar and reading comprehension skills.",0.0,10
Enterprise Java Beans (New),https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,K,1,0,"Multi-choice test that measures the knowledge of enterprise Java beans (EJB), types of EJB, transactions and concurrency.",4.0,17
Enterprise Leadership Report 1.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,P,1,0,"Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment. For more information, visit: https://www.shl.com/en/solutions/identify-develop-leaders/enterprise-leadership/ .",,29
Enterprise Leadership Report 2.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,P,1,0,"Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment. For more information, visit: https://www.shl.com/en/solutions/identify-develop-leaders/enterprise-leadership/ .",,29
Entry Level Cashier Solution,https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,"C,P",1,0,"The Precise Fit Entry Level Cashier Solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for goods purchased. Sample tasks for these jobs include, but are not limited to: handling payments, offering customer service, and issuing receipts and refunds. Report Language Availability: English (USA)",19.0,55
Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,"C,P",1,0,"The Precise Fit Entry Level Customer Service Solution (Retail/Contact Center) is for entry-level positions in which employees interact with customers by providing information or carrying out customer requests related to an organizations products or services. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone or in person; taking orders; solving product or service issues; and responding positively to difficult or irate customers. Report Language Availability: English (USA)",19.0,75
Entry Level Customer Service (General) Solution,https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,"C,P",1,0,"The Precise Fit Entry Level Customer Service Solution (General) is for a wide range of entry-level positions where employees are expected to interact with customers when carrying out critical tasks of the job. This includes positions that require frequent interactions with customers, or positions where customer service is not central to the role, but is still essential for successful performance on the job. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone to provide information; taking orders; solving product or service issues; and responding positively to difficult or irate customers. Report Language Availability: English (USA)",14.0,103
Entry Level Hotel Front Desk Solution,https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,"C,P",1,0,"The Precise Fit Entry Level Hotel Front Desk Solution is for entry-level customer service positions in the hospitality industry. The solution is appropriate for positions in which the majority of the work is done at the front or guest check-in desk. Sample tasks may include: welcoming guests warmly, issuing keys to guests, and accepting payment. Report Language Availability: English (USA)",20.0,60
Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,"C,P",1,0,"The Precise Fit Entry Level Sales Roles Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer. Report Language Availability: English (USA)",20.0,64
Entry Level Technical Support Solution,https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,"C,P",1,0,"The Precise Fit Entry Level Technical Support Solution is for entry-level positions in which employees provide technical assistance to computer users in a contact center environment. Sample tasks for these jobs include, but are not limited to: answer questions or resolve computer problems for clients in person, via telephone, or electronically, provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and operating systems. Report Language Availability: English (USA)",18.0,76
ETL Testing (New),https://www.shl.com/products/product-catalog/view/etl-testing-new/,K,1,0,"Multi-choice test that measures the knowledge of ETL architecture, data warehousing, dimensions, DBMS concepts like data manipulation, constraints, ETL testing and tools required for testing.",9.0,25
Executive Scenarios,https://www.shl.com/products/product-catalog/view/executive-scenarios/,B,1,0,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Executive Scenarios Narrative Report: A participant focused report that contains; - Executive Scenarios profile - VERY detailed narrative feedback of each of the 4 scales; Managerial Judgement, Managing Objectives, People Management and Reputation Management. - Development tips for each of the 6 style scales; Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support. Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,174
Executive Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/,B,1,0,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Executive Scenarios Narrative Report: A participant focused report that contains; - Executive Scenarios profile - VERY detailed narrative feedback of each of the 4 scales; Managerial Judgement, Managing Objectives, People Management and Reputation Management. - Development tips for each of the 6 style scales; Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support. Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,174
Executive Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,B,1,0,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Executive Scenarios Narrative Report: A participant focused report that contains; - Executive Scenarios profile - VERY detailed narrative feedback of each of the 4 scales; Managerial Judgement, Managing Objectives, People Management and Reputation Management. - Development tips for each of the 6 style scales; Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support. Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,174
ExpressJS (New),https://www.shl.com/products/product-catalog/view/expressjs-new/,K,1,0,"Multi-choice test that measures the knowledge of routing, error handling, security, middleware and performance & reliability in ExpressJS.",7.0,18
Filing - Names (R1),https://www.shl.com/products/product-catalog/view/filing-names-r1/,K,1,0,This test measures ability to sort names in alphabetical order. Test takers are shown a graphical display of four folder tabs -- three contain alphabetized names and one is blank. The test taker is required to select the name from a list that belongs on the blank tab.,3.0,48
Filing - Numbers,https://www.shl.com/products/product-catalog/view/filing-numbers/,K,1,0,"This test measures ability to sort items in numerical order. Test takers are shown a graphical display of four folder tabs -- three contain numbers and one is blank, and all are sorted in numeric order. The test taker is required to select the number from a list that belongs on the blank tab.",3.0,54
Financial Accounting (New),https://www.shl.com/products/product-catalog/view/financial-accounting-new/,K,1,0,"Multi-choice test that measures the ability to post journal entries, classify items into assets and liabilities, analyze financial statements and calculate financial ratios.",9.0,23
Financial and Banking Services (New),https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,K,1,0,"Multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of Macroeconomics.",9.0,16
Fire Engineering (New),https://www.shl.com/products/product-catalog/view/fire-engineering-new/,K,1,0,"Multi-choice test that measures the knowledge of fire engineering principles, basic workplace safety and safety management.",10.0,16
Following Instructions v1 - UK (R1),https://www.shl.com/products/product-catalog/view/following-instructions-v1-uk-r1/,K,1,0,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,8.0,41
Following Instructions v1 - US (R2),https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,K,1,0,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,8.0,42
Food and Beverage Services (New),https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,K,1,0,"Multi-choice test that measures the knowledge of meal planning, service preparation, types of service equipment, and types of beverages.",7.0,19
Food Science (New),https://www.shl.com/products/product-catalog/view/food-science-new/,K,1,0,"Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology.",6.0,18
Front Office Management (New),https://www.shl.com/products/product-catalog/view/front-office-management-new/,K,1,0,Multi-choice test that measures the knowledge of front office operations.,7.0,10
Fundamentals of Chemistry (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,K,1,0,"Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry.",8.0,14
Fundamentals of Physics (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/,K,1,0,"Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics.",8.0,20
General Diseases (New),https://www.shl.com/products/product-catalog/view/general-diseases-new/,K,1,0,"Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain.",5.0,29
Geoinformatics Engineering (New),https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,K,1,0,"Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering.",10.0,22
Geoscience Engineering (New),https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,K,1,0,"Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.",8.0,17
GIT (New),https://www.shl.com/products/product-catalog/view/git-new/,K,1,0,Multi-choice test that measures the knowledge of how to use GIT for version control.,13.0,14
Global Skills Assessment,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,"C,K",1,0,The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today.,16.0,69
Graduate Scenarios,https://www.shl.com/products/product-catalog/view/graduate-scenarios/,B,1,0,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Graduate Scenarios Narrative Report: A participant focused report that contains; - Graduate Scenarios profile - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,156
Graduate Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,B,1,0,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Graduate Scenarios Narrative Report: A participant focused report that contains; - Graduate Scenarios profile - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,156
Graduate Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-profile-report/,B,1,0,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Graduate Scenarios Narrative Report: A participant focused report that contains; - Graduate Scenarios profile - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,156
Hibernate (New),https://www.shl.com/products/product-catalog/view/hibernate-new/,K,1,0,"Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL).",5.0,15
HIPAA (Security),https://www.shl.com/products/product-catalog/view/hipaa-security/,K,1,1,"The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to HIPAA. Designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the HIPAA Standards for Security and Electronic Signatures, this test covers the following topics: Computer Mechanisms, Computer Models, General Knowledge, Implementation, Medical Records, Organization, Security Basics, and Setup.",15.0,66
HiPo Assessment Report 1.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,"C,P",1,0,"Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 1.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This version is used in regions where normed data for Verify Gen 1 and UCF 1 continue to provide the most relevant benchmarks, offering organizations proven insights for high-potential identification and talent development.",,91
HiPo Assessment Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,"C,P",1,0,"Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 2.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This report equips organizations with data-driven insights for identifying and developing future leaders, helping to ensure long-term organizational success.",,77
HiPo Unlocking Potential Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,C,1,0,"This report draws insights from the Occupational Personality QuestionnaireTM (OPQ32). Used for individuals who are selected into a client’s HiPo program, it provides a detailed analysis of managerial and leadership potential.",,31
Housekeeping (New),https://www.shl.com/products/product-catalog/view/housekeeping-new/,K,1,0,"Multi-choice test that measures the knowledge of housekeeping activities such as cleaning, laundry, room maintenance and routine checks.",7.0,18
HTML/CSS (New),https://www.shl.com/products/product-catalog/view/htmlcss-new/,K,1,0,Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it.,12.0,18
HTML5 (New),https://www.shl.com/products/product-catalog/view/html5-new/,K,1,0,Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface.,11.0,16
Human Resources (New),https://www.shl.com/products/product-catalog/view/human-resources-new/,K,1,0,"Multi-choice test that measures the candidate on his/her knowledge and understanding of the basic concepts of Human Resources Management like planning, training and development, performance appraisal, compensation management, etc. It also evaluates the candidate’s understanding of organizational behavior in different organizational structures.",8.0,42
IBM DataStage (New),https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,K,1,0,"Multi-choice test that measures the knowledge on the concepts of Data Warehouse fundamentals, DataStage fundamentals, DataStage stages and, DataStage Designer & Director.",15.0,22
IBM Sterling Order Management System (New),https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/,K,1,0,"Multi-choice test that measures the knowledge of the basic concepts of Sterling Order Management System installation, modeling, extensibility, inventory reservations, etc.",13.0,21
Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,K,1,0,"Multi-choice test that measures the conceptual knowledge of design, quality control, reliability, management and costing of manufacturing systems.",9.0,18
Informatica (Architecture) (New),https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,K,1,0,"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",10.0,19
Informatica (Developer) (New),https://www.shl.com/products/product-catalog/view/informatica-developer-new/,K,1,0,"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",11.0,19
Instrumentation Engineering (New),https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,K,1,0,"Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems.",12.0,14
Interpersonal Communications,https://www.shl.com/products/product-catalog/view/interpersonal-communications/,K,1,1,"This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage conflicts. It is designed for all professionals and covers the following topics: Communication and Perception, Group Communication and Teamwork, Intercultural Communication, Interpersonal Communication, Interviewing and Communication, Intrapersonal Communication, Listening, Nonverbal Communication, Technology in Communication, Verbal Communication, and Language.",15.0,62
Interviewing and Hiring Concepts (U.S.),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,K,1,1,"The Interviewing and Hiring Concepts (U.S.) test measures knowledge of the interviewing and hiring process. Designed for all employees and hiring managers, this test covers the following topics: Behavior Traits, Behavioral Interviewing, Candidate Fit, Interview Quality Control, Job Analysis, Legal Compliance, Probing Skills, Screening, Situational Interviews, and Types of Interviews.",15.0,50
iOS Development (New),https://www.shl.com/products/product-catalog/view/ios-development-new/,K,1,0,"Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones.",7.0,18
ITIL (IT Infrastructure Library) (New),https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/,K,1,0,"Multi-choice test that measures the knowledge of capacity management, change management and problem management.",8.0,14
Java 2 Platform Enterprise Edition 1.4 Fundamental,https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,K,1,1,"The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this test covers the following topics: Business Component Development, J2EE 1.4 Architecture, JAX 1.2, JDBC 3.0, Supporting API, Web Component Development, and Web Service Development.",30.0,46
Java 8 (New),https://www.shl.com/products/product-catalog/view/java-8-new/,K,1,0,"Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.",18.0,19
Java Design Patterns (New),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,K,1,0,Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.,5.0,25
Java Frameworks (New),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,K,1,0,"Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring.",17.0,15
Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,K,1,1,"The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this test includes the following topics: Commonly-Used APIs, Component Technology, Database Access, JEE Application Architecture, JSP Extensions, Resource Management, Web Services, Webapp Control and View Technologies, and Webapp Technology.",30.0,53
Java Web Services (New),https://www.shl.com/products/product-catalog/view/java-web-services-new/,K,1,0,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class.",8.0,21
JavaScript (New),https://www.shl.com/products/product-catalog/view/javascript-new/,K,1,0,Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development.,9.0,17
Jenkins (New),https://www.shl.com/products/product-catalog/view/jenkins-new/,K,1,0,"Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.",6.0,17
Job Control Language (New),https://www.shl.com/products/product-catalog/view/job-control-language-new/,K,1,0,"Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing.",10.0,19
jQuery (New),https://www.shl.com/products/product-catalog/view/jquery-new/,K,1,0,"Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX.",10.0,20
Kubernetes (New),https://www.shl.com/products/product-catalog/view/kubernetes-new/,K,1,0,"Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes.",6.0,14
Linux Administration (New),https://www.shl.com/products/product-catalog/view/linux-administration-new/,K,1,0,Multi-choice test that measures knowledge of the Linux operating system and its application in system administration and network administration.,10.0,19
Linux Operating System,https://www.shl.com/products/product-catalog/view/linux-operating-system/,K,1,0,"Multi-choice test that measures the knowledge of Linux system, command line, filesystem, memory management, and process management.",15.0,17
Linux Programming (General),https://www.shl.com/products/product-catalog/view/linux-programming-general/,K,1,1,"The Linux Programming (General) test measures knowledge of programming in a Linux environment. Designed for experienced programmers, this test covers the following topics: AutoConf/AutoMake, Makefiles, C Programming, C++, Debugging Programs, Linux Programming Concepts, Platform Independence, Revision Control, RPC/CORBA, and X Programming.",25.0,41
Load Runner (New),https://www.shl.com/products/product-catalog/view/load-runner-new/,K,1,0,"Multi-choice test that measures the knowledge on the concepts of Load Runner architecture & installation, virtual user generator (VUGEN), controller, monitoring scenario and result analysis.",6.0,25
Management Scenarios,https://www.shl.com/products/product-catalog/view/management-scenarios/,B,1,0,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. Reports available: Management Scenarios Narrative Report: A participant focused report that contains; - Management Scenarios profile - Detailed narrative feedback of each of the 4 scales; Managerial Judgement, Managing Objectives, People Management and Reputation Management. - Table of scores for each of the 6 style scales; Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol. - Detailed narrative feedback report (with development tips) for each of the 6 style scales. Management Scenarios Candidate Report: A report to share with the candidate that contains: - Detailed narrative feedback of each of the 4 scales; Managerial Judgement, Managing Objectives, People Management and Reputation Management. - Table of scores for each of the 6 style scales; Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol. - Detailed narrative feedback report (with development tips) for each of the 6 style scales. Management Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,233
